ENTRYSTART|reference:398b22157b9375f92a153f32ae21f478|from_date:18720907|to_date:18720907|entrytype:class|source:BT 43/369/265831
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18720427|to_date:18720427|entrytype:class|source:BT 43/413/262310
35|class|Aa{*}|Aa{4}|B-FLD
36|12|9{*}|9{2}|I-FLD
37|ii|a{*}|a{2}|I-FLD
38|:|:|:|I-FLD
39|damask|a{*}|a{6}|
ENTRYSTART|reference:f06084847238d351baa7abe44413d06b|from_date:18720815|to_date:18720815|entrytype:class|source:BT 43/428/265162
25|class|Aa{*}|Aa{4}|B-FLD
26|13|9{*}|9{2}|I-FLD
27|:|:|:|I-FLD
28|lace|Aa{*}|Aa{3}|
29|or|a{*}|a{2}|
30|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:04e297193d716550414fbaf41118796f|from_date:18720430|to_date:18720430|entrytype:class|source:BT 43/155/262383
29|class|Aa{*}|Aa{4}|B-FLD
30|6|9|9|I-FLD
31|:|:|:|I-FLD
32|carpets|a{*}|a{7}|
33|and|a{*}|a{3}|
34|floor|a{*}|a{5}|
35|coverings|a{*}|a{9}|
36|.|.|.|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18720511|to_date:18720511|entrytype:class|source:BT 43/62/262680
35|class|Aa{*}|Aa{4}|B-FLD
36|3|9|9|I-FLD
37|:|:|:|I-FLD
38|glass|a{*}|a{5}|
ENTRYSTART|reference:fa7bf29d5ace8f44a68b1949b1ac4530|from_date:18720213|to_date:18720213|entrytype:class|source:BT 43/413/260425
35|class|Aa{*}|Aa{4}|B-FLD
36|12|9{*}|9{2}|I-FLD
37|ii|a{*}|a{2}|I-FLD
38|:|:|:|I-FLD
39|damask|a{*}|a{6}|
40|.|.|.|
41|note|Aa{*}|Aa{3}|
42|;|;|;|
43|representation|Aa{*}|Aa{13}|
44|sample|a{*}|a{6}|
45|260425|9{*}|9{6}|
46|removed|a{*}|a{7}|
47|from|a{*}|a{4}|
48|volume|a{*}|a{6}|
49|bt|A{*}|A{2}|
50|43|9{*}|9{2}|
51|413|9{*}|9{3}|
52|for|a{*}|a{3}|
53|preservation|a{*}|a{12}|
54|2005|9{*}|9{4}|
ENTRYSTART|reference:7f17032a7e580616a7c3fb3f932bb434|from_date:18720110|to_date:18720110|entrytype:class|source:BT 43/413/259394
34|class|Aa{*}|Aa{4}|B-FLD
35|12|9{*}|9{2}|I-FLD
36|ii|a{*}|a{2}|I-FLD
37|:|:|:|I-FLD
38|damask|a{*}|a{6}|
39|.|.|.|
ENTRYSTART|reference:04e7905384770001e2075a7695e9d63d|from_date:18720611|to_date:18720611|entrytype:class|source:BT 43/185/263347
27|class|Aa{*}|Aa{4}|B-FLD
28|8|9|9|I-FLD
29|:|:|:|I-FLD
30|other|a{*}|a{5}|
31|woven|a{*}|a{5}|
32|,|,|,|
33|etc|a{*}|a{3}|
34|shawls|a{*}|a{6}|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18720717|to_date:18720717|entrytype:class|source:BT 43/428/264234
32|class|Aa{*}|Aa{4}|B-FLD
33|13|9{*}|9{2}|I-FLD
34|:|:|:|I-FLD
35|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:acf1cdfecfc438079ee160447b91cd6f|from_date:18721001|to_date:18721001|entrytype:class|source:BT 43/58/266717
28|class|Aa{*}|Aa{4}|B-FLD
29|2|9|9|I-FLD
30|:|:|:|I-FLD
31|wood|a{*}|a{4}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18721008|to_date:18721008|entrytype:class|source:BT 43/100/266978
37|class|Aa{*}|Aa{4}|B-FLD
38|5|9|9|I-FLD
39|:|:|:|I-FLD
40|paper|Aa{*}|Aa{4}|
41|hangings|a{*}|a{8}|
ENTRYSTART|reference:2c9f9778aedf744b6c2a7f457e7c60ff|from_date:18720527|to_date:18720527|entrytype:class|source:BT 43/180/262957
28|class|Aa{*}|Aa{4}|B-FLD
29|7|9|9|I-FLD
30|:|:|:|I-FLD
31|printed|a{*}|a{7}|
32|shawls|a{*}|a{6}|
ENTRYSTART|reference:2d05f7fe7127793d282f2e06500271c9|from_date:18720411|to_date:18720411|entrytype:class|source:BT 43/399/261781
32|class|Aa{*}|Aa{4}|B-FLD
33|12|9{*}|9{2}|I-FLD
34|i|a|a|I-FLD
35|:|:|:|I-FLD
36|other|a{*}|a{5}|
37|fabrics|a{*}|a{7}|
38|.|.|.|
ENTRYSTART|reference:67dec81a679271b3b977e4090ba38147|from_date:18720517|to_date:18720517|entrytype:class|source:BT 43/185/262799
34|class|Aa{*}|Aa{4}|B-FLD
35|8|9|9|I-FLD
36|:|:|:|I-FLD
37|other|a{*}|a{5}|
38|woven|a{*}|a{5}|
39|,|,|,|
40|etc|a{*}|a{3}|
41|shawls|a{*}|a{6}|
42|.|.|.|
ENTRYSTART|reference:cc60627b58a696355edbe2d03ffb4a6d|from_date:18720101|to_date:18720101|entrytype:class|source:BT 43/69/259080
26|class|Aa{*}|Aa{4}|B-FLD
27|4|9|9|I-FLD
28|:|:|:|I-FLD
29|earthenware|a{*}|a{11}|
30|.|.|.|
ENTRYSTART|reference:9a80bc35cb21fbd083bc76d408afe350|from_date:18720213|to_date:18720213|entrytype:class|source:BT 43/185/260433
24|class|Aa{*}|Aa{4}|B-FLD
25|8|9|9|I-FLD
26|:|:|:|I-FLD
27|other|a{*}|a{5}|
28|woven|a{*}|a{5}|
29|,|,|,|
30|etc|a{*}|a{3}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|22|9{*}|9{2}|
ENTRYSTART|reference:c62d24b151d162b826e2c8bfd9c348fe|from_date:18720705|to_date:18720705|entrytype:class|source:BT 43/369/263924
28|class|Aa{*}|Aa{4}|B-FLD
29|11|9{*}|9{2}|I-FLD
30|:|:|:|I-FLD
31|furnitures|Aa{*}|Aa{9}|
32|fabric|a{*}|a{6}|
33|,|,|,|
ENTRYSTART|reference:ec0f098765c008483786cc3cec6eb876|from_date:18720914|to_date:18720914|entrytype:class|source:BT 43/316/266000
27|class|Aa{*}|Aa{4}|B-FLD
28|10|9{*}|9{2}|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|fabrics|a{*}|a{7}|
32|.|.|.|
ENTRYSTART|reference:a2d6a4f4cfceae862b39bff193b5b2b0|from_date:18721105|to_date:18721105|entrytype:class|source:BT 43/428/267655
33|class|Aa{*}|Aa{4}|B-FLD
34|13|9{*}|9{2}|I-FLD
35|:|:|:|I-FLD
36|lace|Aa{*}|Aa{3}|
37|or|a{*}|a{2}|
38|miscellanea|Aa{*}|Aa{10}|
39|;|;|;|
ENTRYSTART|reference:08d9d19fb0e101f61bab93049ef709eb|from_date:18721119|to_date:18721119|entrytype:class|source:BT 43/62/267990
32|class|Aa{*}|Aa{4}|B-FLD
33|3|9|9|I-FLD
34|:|:|:|I-FLD
35|glass|a{*}|a{5}|
36|.|.|.|
ENTRYSTART|reference:177c7ef902d0b4256885cdacc7b48cf7|from_date:18720207|to_date:18720207|entrytype:class|source:BT 43/58/260336
31|class|Aa{*}|Aa{4}|B-FLD
32|2|9|9|I-FLD
33|:|:|:|I-FLD
34|wood|a{*}|a{4}|
35|.|.|.|
