ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18650616|to_date:18650616|entrytype:class|source:BT 43/295/187595
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|281|9{*}|9{3}|
36|d|A|A|
ENTRYSTART|reference:50623a373d51e1a980b660db5bb4c363|from_date:18650529|to_date:18650529|entrytype:class|source:BT 43/426/187173
23|class|Aa{*}|Aa{4}|B-FLD
24|13|9{*}|9{2}|I-FLD
25|:|:|:|I-FLD
26|lace|Aa{*}|Aa{3}|
ENTRYSTART|reference:164170361bb71d371561bdbb32b6a569|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191843
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|348|9{*}|9{3}|
ENTRYSTART|reference:732c00b170059fc6213c3b6122a15890|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191840
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|343|9{*}|9{3}|
ENTRYSTART|reference:af5c51cd0601bda149a64da6e6480fb7|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191846
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|285|9{*}|9{3}|
ENTRYSTART|reference:f94d222c1107a09b971475e27e4788a5|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191847
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|275|9{*}|9{3}|
ENTRYSTART|reference:cd846b596a377dc7688d91362f3fe2cc|from_date:18650628|to_date:18650628|entrytype:class|source:BT 43/180/187821
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|design|Aa{*}|Aa{5}|
34|stuck|a{*}|a{5}|
35|to|a{*}|a{2}|
36|itself|a{*}|a{6}|
ENTRYSTART|reference:18b044289cf4a7ed00e3ee557634273a|from_date:18651116|to_date:18651116|entrytype:class|source:BT 43/180/192430
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|354|9{*}|9{3}|
ENTRYSTART|reference:ffb8fe5200a07b9c1cafdae790ea9361|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191830
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|1865|9{*}|9{4}|
36|-|-|-|
37|281|9{*}|9{3}|
38|c|A|A|
ENTRYSTART|reference:344a802e77fb8e22fa7c8b7dbba6d76f|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191845
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|355|9{*}|9{3}|
ENTRYSTART|reference:80d9db4280a4526a7775fc076812e8c8|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191848
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|274|9{*}|9{3}|
ENTRYSTART|reference:d97a7009e8e33c17262a9f0c3287e139|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191831
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|281|9{*}|9{3}|
36|b|A|A|
ENTRYSTART|reference:22aaf9398ef1ab92d97ead8ee6294f1b|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191835
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|353|9{*}|9{3}|
ENTRYSTART|reference:5c0d7be694f2bae7a2699483e908132b|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191844
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|336|9{*}|9{3}|
ENTRYSTART|reference:ac76855d9a0475098994897570999564|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191837
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|306|9{*}|9{3}|
