ENTRYSTART|reference:b6c641f8982e7e6aef5425f281d2cd6b|from_date:18631005|to_date:18631005|entrytype:class|source:BT 43/289/166762
ENTRYSTART|reference:398b22157b9375f92a153f32ae21f478|from_date:18630711|to_date:18630711|entrytype:class|source:BT 43/363/164179
29|class|Aa{*}|Aa{4}|B-FLD
30|11|9{*}|9{2}|I-FLD
31|:|:|:|I-FLD
32|furnitures|Aa{*}|Aa{9}|
33|fabric|a{*}|a{6}|
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18631126|to_date:18631126|entrytype:class|source:BT 43/411/168546
27|class|Aa{*}|Aa{4}|B-FLD
28|12|9{*}|9{2}|I-FLD
29|ii|a{*}|a{2}|I-FLD
30|:|:|:|I-FLD
31|damask|a{*}|a{6}|
ENTRYSTART|reference:d3e3e28ce3000d5e0b5e43bbd2f12be9|from_date:18630811|to_date:18630811|entrytype:class|source:BT 43/67/165046
30|class|Aa{*}|Aa{4}|B-FLD
31|4|9|9|I-FLD
32|:|:|:|I-FLD
33|earthenware|a{*}|a{11}|
ENTRYSTART|reference:f06084847238d351baa7abe44413d06b|from_date:18631216|to_date:18631216|entrytype:class|source:BT 43/426/170258
31|class|Aa{*}|Aa{4}|B-FLD
32|13|9{*}|9{2}|I-FLD
33|:|:|:|I-FLD
34|lace|Aa{*}|Aa{3}|
35|or|a{*}|a{2}|
36|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18630912|to_date:18630912|entrytype:class|source:BT 43/99/166020
25|class|Aa{*}|Aa{4}|B-FLD
26|5|9|9|I-FLD
27|:|:|:|I-FLD
28|paper|Aa{*}|Aa{4}|
29|hangings|a{*}|a{8}|
ENTRYSTART|reference:67db1a9b13f1e0535eeab7ef8efc6106|from_date:18630522|to_date:18630522|entrytype:class|source:BT 43/14/162620
29|class|Aa{*}|Aa{4}|B-FLD
30|1|9|9|I-FLD
31|:|:|:|I-FLD
32|metal|a{*}|a{5}|
33|.|.|.|
ENTRYSTART|reference:04e7905384770001e2075a7695e9d63d|from_date:18630304|to_date:18630304|entrytype:class|source:BT 43/185/160285
25|class|Aa{*}|Aa{4}|B-FLD
26|8|9|9|I-FLD
27|:|:|:|I-FLD
28|other|a{*}|a{5}|
29|woven|a{*}|a{5}|
30|,|,|,|
31|etc|a{*}|a{3}|
32|shawls|a{*}|a{6}|
ENTRYSTART|reference:acf1cdfecfc438079ee160447b91cd6f|from_date:18630314|to_date:18630314|entrytype:class|source:BT 43/58/160474
22|class|Aa{*}|Aa{4}|B-FLD
23|2|9|9|I-FLD
24|:|:|:|I-FLD
25|wood|a{*}|a{4}|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18631226|to_date:18631226|entrytype:class|source:BT 43/61/170526
28|class|Aa{*}|Aa{4}|B-FLD
29|3|9|9|I-FLD
30|:|:|:|I-FLD
31|glass|a{*}|a{5}|
ENTRYSTART|reference:50623a373d51e1a980b660db5bb4c363|from_date:18630716|to_date:18630716|entrytype:class|source:BT 43/426/164275
26|class|Aa{*}|Aa{4}|B-FLD
27|13|9{*}|9{2}|I-FLD
28|:|:|:|I-FLD
29|lace|Aa{*}|Aa{3}|
ENTRYSTART|reference:5a88c8e7e9d24bcb761e3986b89dde8f|from_date:18631016|to_date:18631016|entrytype:class|source:BT 43/99/167370
24|class|Aa{*}|Aa{4}|B-FLD
25|5|9|9|I-FLD
26|:|:|:|I-FLD
27|paper|Aa{*}|Aa{4}|
28|hangings|a{*}|a{8}|
29|.|.|.|
ENTRYSTART|reference:cc60627b58a696355edbe2d03ffb4a6d|from_date:18630220|to_date:18630220|entrytype:class|source:BT 43/67/160026
34|class|Aa{*}|Aa{4}|B-FLD
35|4|9|9|I-FLD
36|:|:|:|I-FLD
37|earthenware|a{*}|a{11}|
38|.|.|.|
ENTRYSTART|reference:c4d09ac20698c0edc610b59dac180fd3|from_date:18631028|to_date:18631028|entrytype:class|source:BT 43/187/167714
33|class|Aa{*}|Aa{4}|B-FLD
34|9|9|9|I-FLD
35|:|:|:|I-FLD
36|yarn|Aa{*}|Aa{3}|
37|.|.|.|
38|annotation|Aa{*}|Aa{9}|
39|on|a{*}|a{2}|
40|design|a{*}|a{6}|
41|:|:|:|
42|280|9{*}|9{3}|
43|of|a{*}|a{2}|
44|1863|9{*}|9{4}|
ENTRYSTART|reference:2d05f7fe7127793d282f2e06500271c9|from_date:18630325|to_date:18630325|entrytype:class|source:BT 43/397/160868
25|class|Aa{*}|Aa{4}|B-FLD
26|12|9{*}|9{2}|I-FLD
27|i|a|a|I-FLD
28|:|:|:|I-FLD
29|other|a{*}|a{5}|
30|fabrics|a{*}|a{7}|
31|.|.|.|
ENTRYSTART|reference:a662a5cf9309fb2e4b39e0dfa205ad8e|from_date:18630811|to_date:18630811|entrytype:class|source:BT 43/185/165043
27|class|Aa{*}|Aa{4}|B-FLD
28|8|9|9|I-FLD
29|:|:|:|I-FLD
30|other|a{*}|a{5}|
31|woven|a{*}|a{5}|
32|,|,|,|
33|etc|a{*}|a{3}|
34|shawls|a{*}|a{6}|
35|.|.|.|
36|ink|Aa{*}|Aa{2}|
37|and|a{*}|a{3}|
38|crayon|a{*}|a{6}|
39|drawing|a{*}|a{7}|
ENTRYSTART|reference:67dec81a679271b3b977e4090ba38147|from_date:18630325|to_date:18630325|entrytype:class|source:BT 43/185/160868
24|class|Aa{*}|Aa{4}|B-FLD
25|8|9|9|I-FLD
26|:|:|:|I-FLD
27|other|a{*}|a{5}|
28|woven|a{*}|a{5}|
29|,|,|,|
30|etc|a{*}|a{3}|
31|shawls|a{*}|a{6}|
32|.|.|.|
