ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18660207|to_date:18660207|entrytype:class|source:BT 43/296/195006
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18660903|to_date:18660903|entrytype:class|source:BT 43/412/200518
30|class|Aa{*}|Aa{4}|B-FLD
31|12|9{*}|9{2}|I-FLD
32|ii|a{*}|a{2}|I-FLD
33|:|:|:|I-FLD
34|damask|a{*}|a{6}|
ENTRYSTART|reference:acf1cdfecfc438079ee160447b91cd6f|from_date:18661212|to_date:18661212|entrytype:class|source:BT 43/58/204686
28|class|Aa{*}|Aa{4}|B-FLD
29|2|9|9|I-FLD
30|:|:|:|I-FLD
31|wood|a{*}|a{4}|
ENTRYSTART|reference:67db1a9b13f1e0535eeab7ef8efc6106|from_date:18660810|to_date:18660810|entrytype:class|source:BT 43/19/199814
39|class|Aa{*}|Aa{4}|B-FLD
40|1|9|9|I-FLD
41|:|:|:|I-FLD
42|metal|a{*}|a{5}|
43|.|.|.|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18660616|to_date:18660616|entrytype:class|source:BT 43/61/198277
30|class|Aa{*}|Aa{4}|B-FLD
31|3|9|9|I-FLD
32|:|:|:|I-FLD
33|glass|a{*}|a{5}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18660918|to_date:18660918|entrytype:class|source:BT 43/100/201373
25|class|Aa{*}|Aa{4}|B-FLD
26|5|9|9|I-FLD
27|:|:|:|I-FLD
28|paper|Aa{*}|Aa{4}|
29|hangings|a{*}|a{8}|
ENTRYSTART|reference:8a34617c530205fbf19a740ddd26cf9d|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194013
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
ENTRYSTART|reference:2c9f9778aedf744b6c2a7f457e7c60ff|from_date:18660120|to_date:18660120|entrytype:class|source:BT 43/180/194687
23|class|Aa{*}|Aa{4}|B-FLD
24|7|9|9|I-FLD
25|:|:|:|I-FLD
26|printed|a{*}|a{7}|
27|shawls|a{*}|a{6}|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18660920|to_date:18660920|entrytype:class|source:BT 43/427/201499
33|class|Aa{*}|Aa{4}|B-FLD
34|13|9{*}|9{2}|I-FLD
35|:|:|:|I-FLD
36|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:04e7905384770001e2075a7695e9d63d|from_date:18660214|to_date:18660214|entrytype:class|source:BT 43/185/195219
27|class|Aa{*}|Aa{4}|B-FLD
28|8|9|9|I-FLD
29|:|:|:|I-FLD
30|other|a{*}|a{5}|
31|woven|a{*}|a{5}|
32|,|,|,|
33|etc|a{*}|a{3}|
34|shawls|a{*}|a{6}|
ENTRYSTART|reference:bcdebd69965342666f9cfc0309f165a5|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194004
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|11752|9{*}|9{5}|
ENTRYSTART|reference:b1680992cb9a88668df2b80a26d0e1e3|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194020
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|1753|9{*}|9{4}|
ENTRYSTART|reference:4eccd2d1970949195b3fec10d06b0066|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194002
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|1730|9{*}|9{4}|
ENTRYSTART|reference:ecc783515a9235cc130e48fa13c525f0|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194015
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|2963|9{*}|9{4}|
ENTRYSTART|reference:cc60627b58a696355edbe2d03ffb4a6d|from_date:18660716|to_date:18660716|entrytype:class|source:BT 43/68/199053
31|class|Aa{*}|Aa{4}|B-FLD
32|4|9|9|I-FLD
33|:|:|:|I-FLD
34|earthenware|a{*}|a{11}|
35|.|.|.|
ENTRYSTART|reference:0a22c36984c594b864504018afb11e85|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194021
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|1743|9{*}|9{4}|
ENTRYSTART|reference:798e26678fb4a6e03854b70fe50c4012|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194016
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|2979|9{*}|9{4}|
ENTRYSTART|reference:17033a4006fa9b843c98394c26a701f3|from_date:18660626|to_date:18660626|entrytype:class|source:BT 43/185/198431
23|class|Aa{*}|Aa{4}|B-FLD
24|8|9|9|I-FLD
25|:|:|:|I-FLD
26|other|a{*}|a{5}|
27|woven|a{*}|a{5}|
28|,|,|,|
29|etc|a{*}|a{3}|
30|shawls|a{*}|a{6}|
31|.|.|.|
32|annotation|Aa{*}|Aa{9}|
33|on|a{*}|a{2}|
34|design|a{*}|a{6}|
35|:|:|:|
36|23|9{*}|9{2}|
ENTRYSTART|reference:ab4a87a19f0d3930f89e52e960f4c77b|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194003
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|1744|9{*}|9{4}|
ENTRYSTART|reference:322b004154f73f1ae3a7efd843626357|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194023
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|1751|9{*}|9{4}|
ENTRYSTART|reference:ed4317505fc5eb82e9174d37f07b2b1e|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194009
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|1740|9{*}|9{4}|
ENTRYSTART|reference:abbf2400a02656e1639afd5147cce643|from_date:18660101|to_date:18660101|entrytype:class|source:BT 43/180/194014
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|2962|9{*}|9{4}|
